程序执行时间,染色体路径,适应度,染色体任务说明
326.4904193878174,175303184a17526801b17526180184c,1242782.8960644996,"[chromosome] a:1->7->5->3->0->3->1->8->4
b:1->7->5->2->6->8->0->1
c:1->7->5->2->6->1->8->0->1->8->4
"
219.96007990837097,172681545454545454545454545454545454545454545454545454545454545454a03031754b172620184c,1246303.214510753,"[chromosome] a:1->7->2->6->8->1->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4
b:0->3->0->3->1->7->5->4
c:1->7->2->6->2->0->1->8->4
"
219.8835527896881,7530316184a1262031804141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141b1250140404141010101401414014140104040141041040101410401414041014140141041401401414141401410141010414140401410404040404101401404041401040414141404040104104141014104104141401014141040141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141c,1078049.0420114994,"[chromosome] a:7->5->3->0->3->1->6->1->8->4
b:1->2->6->2->0->3->1->8->0->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1
c:1->2->5->0->1->4->0->4->0->4->1->4->1->0->1->0->1->0->1->4->0->1->4->1->4->0->1->4->1->4->0->1->0->4->0->4->0->1->4->1->0->4->1->0->4->0->1->0->1->4->1->0->4->0->1->4->1->4->0->4->1->0->1->4->1->4->0->1->4->1->0->4->1->4->0->1->4->0->1->4->1->4->1->4->1->4->0->1->4->1->0->1->4->1->0->1->0->4->1->4->1->4->0->4->0->1->4->1->0->4->0->4->0->4->0->4->0->4->1->0->1->4->0->1->4->0->4->0->4->1->4->0->1->0->4->0->4->1->4->1->4->1->4->0->4->0->4->0->1->0->4->1->0->4->1->4->1->0->1->4->1->0->4->1->0->4->1->4->1->4->0->1->0->1->4->1->4->1->0->4->0->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1
"
221.18241453170776,0303101a0310076b70103100102c,3282875.8193944995,"[chromosome] a:0->3->0->3->10->1
b:0->3->10->0->7->6
c:7->0->10->3->10->0->10->2
"
217.98951888084412,1620184a16203038b127514141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414c,1121005.5607857527,"[chromosome] a:1->6->2->0->1->8->4
b:1->6->2->0->3->0->3->8
c:1->2->7->5->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4
"
222.9985373020172,0303104a73b03103101c,3378090.16216975,"[chromosome] a:0->3->0->3->10->4
b:7->3
c:0->3->10->3->10->1
"
224.4867343902588,7212750a75303108b16753184c,1203267.0657785,"[chromosome] a:7->2->1->2->7->5->0
b:7->5->3->0->3->1->0->8
c:1->6->7->5->3->1->8->4
"
216.5818223953247,7031003101a701030102b703104c,2942125.3735935,"[chromosome] a:7->0->3->10->0->3->10->1
b:7->0->10->3->0->10->2
c:7->0->3->10->4
"
218.22173047065735,030310184a2175365141561415451516545654646465656454565656465654654654645456464564646545454545656454546565464646464546456564645465645654545646464654656545646564545656546545654645456465456545454645654646456465465645646564645456465654646546465454654654545656564546565464645456b17526165654546565454654645456464645454565656545465456565454656454564546546564564645454656565645465645656465456465654564645654565645656546546564656464654546456465464645645454545654645654646454646545656564645645645645c,1070544.3848705,"[chromosome] a:0->3->0->3->1->0->1->8->4
b:2->1->7->5->3->6->5->1->4->1->5->6->1->4->1->5->4->5->1->5->1->6->5->4->5->6->5->4->6->4->6->4->6->5->6->5->6->4->5->4->5->6->5->6->5->6->4->6->5->6->5->4->6->5->4->6->5->4->6->4->5->4->5->6->4->6->4->5->6->4->6->4->6->5->4->5->4->5->4->5->4->5->6->5->6->4->5->4->5->4->6->5->6->5->4->6->4->6->4->6->4->6->4->5->4->6->4->5->6->5->6->4->6->4->5->4->6->5->6->4->5->6->5->4->5->4->5->6->4->6->4->6->4->6->5->4->6->5->6->5->4->5->6->4->6->5->6->4->5->4->5->6->5->6->5->4->6->5->4->5->6->5->4->6->4->5->4->5->6->4->6->5->4->5->6->5->4->5->4->5->4->6->4->5->6->5->4->6->4->6->4->5->6->4->6->5->4->6->5->6->4->5->6->4->6->5->6->4->6->4->5->4->5->6->4->6->5->6->5->4->6->4->6->5->4->6->4->6->5->4->5->4->6->5->4->6->5->4->5->4->5->6->5->6->5->6->4->5->4->6->5->6->5->4->6->4->6->4->5->4->5->6
c:1->7->5->2->6->1->6->5->6->5->4->5->4->6->5->6->5->4->5->4->6->5->4->6->4->5->4->5->6->4->6->4->6->4->5->4->5->4->5->6->5->6->5->6->5->4->5->4->6->5->4->5->6->5->6->5->4->5->4->6->5->6->4->5->4->5->6->4->5->4->6->5->4->6->5->6->4->5->6->4->6->4->5->4->5->4->6->5->6->5->6->5->6->4->5->4->6->5->6->4->5->6->5->6->4->6->5->4->5->6->4->6->5->6->5->4->5->6->4->6->4->5->6->5->4->5->6->5->6->4->5->6->5->6->5->4->6->5->4->6->5->6->4->6->5->6->4->6->4->6->5->4->5->4->6->4->5->6->4->6->5->4->6->4->6->4->5->6->4->5->4->5->4->5->4->5->6->5->4->6->4->5->6->5->4->6->4->6->4->5->4->6->4->6->5->4->5->6->5->6->5->6->4->6->4->5->6->4->5->6->4->5->6->4->5
"
215.03619170188904,0303a031001003104b7031003101c,3291532.8310435,"[chromosome] a:0->3->0->3
b:0->3->10->0->10->0->3->10->4
c:7->0->3->10->0->3->10->1
"
216.38337564468384,10303184a62753124b72120184c,1091063.0076094999,"[chromosome] a:1->0->3->0->3->1->8->4
b:6->2->7->5->3->1->2->4
c:7->2->1->2->0->1->8->4
"
221.5548164844513,030103104a037b7031003101c,3292189.4518715,"[chromosome] a:0->3->0->10->3->10->4
b:0->3->7
c:7->0->3->10->0->3->10->1
"
116.75535249710083,1752504040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040a162030313404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040404040b162184c,1100353.0238427545,"[chromosome] a:1->7->5->2->5->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0
b:1->6->2->0->3->0->3->1->3->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0
c:1->6->2->1->8->4
"
117.81702470779419,030103104a701003101b03104c,3297420.7209035,"[chromosome] a:0->3->0->10->3->10->4
b:7->0->10->0->3->10->1
c:0->3->10->4
"
128.8030288219452,275315184a030325b1681825c,1142548.8868905,"[chromosome] a:2->7->5->3->1->5->1->8->4
b:0->3->0->3->2->5
c:1->6->8->1->8->2->5
"
123.25790143013,0303101a70100103104b030c,3314480.0714384997,"[chromosome] a:0->3->0->3->10->1
b:7->0->10->0->10->3->10->4
c:0->3->0
"
118.57421731948853,1703035a175201b17526184c,1273325.8365995,"[chromosome] a:1->7->0->3->0->3->5
b:1->7->5->2->0->1
c:1->7->5->2->6->1->8->4
"
132.665540933609,03021810818a03120184b6275251c,1155926.3057325,"[chromosome] a:0->3->0->2->1->8->1->0->8->1->8
b:0->3->1->2->0->1->8->4
c:6->2->7->5->2->5->1
"
127.21401333808899,0303104a0310070102b701003101c,3304226.85110725,"[chromosome] a:0->3->0->3->10->4
b:0->3->10->0->7->0->10->2
c:7->0->10->0->3->10->1
"
122.94138288497925,26753184a103031810404040404040404040404040404040404040404040404040404040404040404040404040404040404040404b26751041404141414141010414101401401414140401040410104010101414040414101404140104140140140414041410414040404101040404104140104104101414141014040401414010101014010401410141041401410404041414101404041410401010410410401404040404040404040404040404040404040404040404040404040404040404040404040404040404040c,1107848.7209477492,"[chromosome] a:2->6->7->5->3->1->8->4
b:1->0->3->0->3->1->8->1->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4
c:2->6->7->5->1->0->4->1->4->0->4->1->4->1->4->1->4->1->4->1->0->1->0->4->1->4->1->0->1->4->0->1->4->0->1->4->1->4->1->4->0->4->0->1->0->4->0->4->1->0->1->0->4->0->1->0->1->0->1->4->1->4->0->4->0->4->1->4->1->0->1->4->0->4->1->4->0->1->0->4->1->4->0->1->4->0->1->4->0->4->1->4->0->4->1->4->1->0->4->1->4->0->4->0->4->0->4->1->0->1->0->4->0->4->0->4->1->0->4->1->4->0->1->0->4->1->0->4->1->0->1->4->1->4->1->4->1->0->1->4->0->4->0->4->0->1->4->1->4->0->1->0->1->0->1->0->1->4->0->1->0->4->0->1->4->1->0->1->4->1->0->4->1->4->0->1->4->1->0->4->0->4->0->4->1->4->1->4->1->0->1->4->0->4->0->4->1->4->1->0->4->0->1->0->1->0->4->1->0->4->1->0->4->0->1->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0
"
122.80153346061707,703103104a0301003101b70103104c,3303701.4770514998,"[chromosome] a:7->0->3->10->3->10->4
b:0->3->0->10->0->3->10->1
c:7->0->10->3->10->4
"
124.47330904006958,16203184a753032514141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414b212071545145454151515451545151515451545141415154541545145154545415145415454541515451415415454154541415141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141c,1082278.3907165024,"[chromosome] a:1->6->2->0->3->1->8->4
b:7->5->3->0->3->2->5->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4
c:2->1->2->0->7->1->5->4->5->1->4->5->4->5->4->1->5->1->5->1->5->4->5->1->5->4->5->1->5->1->5->1->5->4->5->1->5->4->5->1->4->1->4->1->5->1->5->4->5->4->1->5->4->5->1->4->5->1->5->4->5->4->5->4->1->5->1->4->5->4->1->5->4->5->4->5->4->1->5->1->5->4->5->1->4->1->5->4->1->5->4->5->4->1->5->4->5->4->1->4->1->5->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1
"
119.02497410774231,030126184a2671272752b031757c,1397169.8171795,"[chromosome] a:0->3->0->1->2->6->1->8->4
b:2->6->7->1->2->7->2->7->5->2
c:0->3->1->7->5->7
"
122.19853925704956,70310010a703103101b0310076c,3270626.1347665,"[chromosome] a:7->0->3->10->0->10
b:7->0->3->10->3->10->1
c:0->3->10->0->7->6
"
121.86565041542053,753184a03031256b12621c,1154115.2016645002,"[chromosome] a:7->5->3->1->8->4
b:0->3->0->3->1->2->5->6
c:1->2->6->2->1
"
