程序执行时间,染色体路径,适应度,染色体任务说明
118.90330743789673,701a0301003101b031031003104c,3297181.2867314997,"[chromosome] a:7->0->1
b:0->3->0->10->0->3->10->1
c:0->3->10->3->10->0->3->10->4
"
125.45485758781433,0301a12752626261b0326184c,1346039.7851655,"[chromosome] a:0->3->0->1
b:1->2->7->5->2->6->2->6->2->6->1
c:0->3->2->6->1->8->4
"
131.1523027420044,1752038a17526184b17530326065c,1284378.3323694998,"[chromosome] a:1->7->5->2->0->3->8
b:1->7->5->2->6->1->8->4
c:1->7->5->3->0->3->2->6->0->6->5
"
134.12196230888367,16230318184a26754b123030184c,1075557.7848567532,"[chromosome] a:1->6->2->3->0->3->1->8->1->8->4
b:2->6->7->5->4
c:1->2->3->0->3->0->1->8->4
"
410.8349754810333,03031756a753184b21263101c,1194359.7336425001,"[chromosome] a:0->3->0->3->1->7->5->6
b:7->5->3->1->8->4
c:2->1->2->6->3->10->1
"
399.5004963874817,17530325310515410501505410515414045050450451505101450510150454054051504141051015010414545451051410141404140150104015140541501404050454501414515045051045150414505141415a175203201b76216184c,1218629.457103249,"[chromosome] a:1->7->5->3->0->3->2->5->3->1->0->5->1->5->4->1->0->5->0->1->5->0->5->4->1->0->5->1->5->4->1->4->0->4->5->0->5->0->4->5->0->4->5->1->5->0->5->1->0->1->4->5->0->5->1->0->1->5->0->4->5->4->0->5->4->0->5->1->5->0->4->1->4->1->0->5->1->0->1->5->0->1->0->4->1->4->5->4->5->4->5->1->0->5->1->4->1->0->1->4->1->4->0->4->1->4->0->1->5->0->1->0->4->0->1->5->1->4->0->5->4->1->5->0->1->4->0->4->0->5->0->4->5->4->5->0->1->4->1->4->5->1->5->0->4->5->0->5->1->0->4->5->1->5->0->4->1->4->5->0->5->1->4->1->4->1->5
b:1->7->5->2->0->3->2->0->1
c:7->6->2->1->6->1->8->4
"
449.6663303375244,703030a210316184b17526184c,1188937.8190845,"[chromosome] a:7->0->3->0->3->0
b:2->1->0->3->1->6->1->8->4
c:1->7->5->2->6->1->8->4
"
145.19481372833252,031a03181816184b26275250c,1488658.0310595,"[chromosome] a:0->3->1
b:0->3->1->8->1->8->1->6->1->8->4
c:2->6->2->7->5->2->5->0
"
710.900148153305,10302184a1030b16275254c,1078125.9455677508,"[chromosome] a:1->0->3->0->2->1->8->4
b:1->0->3->0
c:1->6->2->7->5->2->5->4
"
570.1124033927917,6275250a1030313101b62753184c,1171674.2970787,"[chromosome] a:6->2->7->5->2->5->0
b:1->0->3->0->3->1->3->10->1
c:6->2->7->5->3->1->8->4
"
396.29730248451233,762102a762125314b75303184c,1245240.12729775,"[chromosome] a:7->6->2->1->0->2
b:7->6->2->1->2->5->3->1->4
c:7->5->3->0->3->1->8->4
"
383.9729561805725,170303184a175260b1752604514515451414515151414514141545154515454541515141541545454145414515414515151414141454514141454514151451454515414145451414541414145141545414151514145141514515415414151545454545141545415414154545151451545141515154541545415151451515145151541545454515454141c,1255781.529352748,"[chromosome] a:1->7->0->3->0->3->1->8->4
b:1->7->5->2->6->0
c:1->7->5->2->6->0->4->5->1->4->5->1->5->4->5->1->4->1->4->5->1->5->1->5->1->4->1->4->5->1->4->1->4->1->5->4->5->1->5->4->5->1->5->4->5->4->5->4->1->5->1->5->1->4->1->5->4->1->5->4->5->4->5->4->1->4->5->4->1->4->5->1->5->4->1->4->5->1->5->1->5->1->4->1->4->1->4->1->4->5->4->5->1->4->1->4->1->4->5->4->5->1->4->1->5->1->4->5->1->4->5->4->5->1->5->4->1->4->1->4->5->4->5->1->4->1->4->5->4->1->4->1->4->1->4->5->1->4->1->5->4->5->4->1->4->1->5->1->5->1->4->1->4->5->1->4->1->5->1->4->5->1->5->4->1->5->4->1->4->1->5->1->5->4->5->4->5->4->5->4->5->1->4->1->5->4->5->4->1->5->4->1->4->1->5->4->5->4->5->1->5->1->4->5->1->5->4->5->1->4->1->5->1->5->1->5->4->5->4->1->5->4->5->4->1->5->1->5->1->4->5->1->5->1->5->1->4->5->1->5->1->5->4->1->5->4->5->4->5->4->5->1->5->4->5->4->1->4->1
"
397.5435862541199,671203184a03035b1281753184c,1193152.2426197499,"[chromosome] a:6->7->1->2->0->3->1->8->4
b:0->3->0->3->5
c:1->2->8->1->7->5->3->1->8->4
"
405.4615135192871,7530310254a2753184b167203c,1179668.5457217002,"[chromosome] a:7->5->3->0->3->1->0->2->5->4
b:2->7->5->3->1->8->4
c:1->6->7->2->0->3
"
272.53027296066284,0301a0326184b752125204c,1294697.58822525,"[chromosome] a:0->3->0->1
b:0->3->2->6->1->8->4
c:7->5->2->1->2->5->2->0->4
"
295.1643416881561,03100103101a030102b7031003104c,2995917.39777575,"[chromosome] a:0->3->10->0->10->3->10->1
b:0->3->0->10->2
c:7->0->3->10->0->3->10->4
"
311.31574606895447,75210310a1620184b030310258c,1155640.7420125,"[chromosome] a:7->5->2->1->0->3->10
b:1->6->2->0->1->8->4
c:0->3->0->3->1->0->2->5->8
"
281.9839084148407,74a7031003101b701003104c,2929950.3223375003,"[chromosome] a:7->4
b:7->0->3->10->0->3->10->1
c:7->0->10->0->3->10->4
"
293.6442530155182,178104141451451454545145415154515141514154154141451514541415145154545154514541545141454514515414154151414151545145415141454154141545454515415451545141541514545154514141451541415145145151515145145415141515154545454545454545454545454545454545454545454545454545454545454545454545454545454545454545454545454545454a18203184b267520184c,1210388.2818614973,"[chromosome] a:1->7->8->1->0->4->1->4->1->4->5->1->4->5->1->4->5->4->5->4->5->1->4->5->4->1->5->1->5->4->5->1->5->1->4->1->5->1->4->1->5->4->1->5->4->1->4->1->4->5->1->5->1->4->5->4->1->4->1->5->1->4->5->1->5->4->5->4->5->1->5->4->5->1->4->5->4->1->5->4->5->1->4->1->4->5->4->5->1->4->5->1->5->4->1->4->1->5->4->1->5->1->4->1->4->1->5->1->5->4->5->1->4->5->4->1->5->1->4->1->4->5->4->1->5->4->1->4->1->5->4->5->4->5->4->5->1->5->4->1->5->4->5->1->5->4->5->1->4->1->5->4->1->5->1->4->5->4->5->1->5->4->5->1->4->1->4->1->4->5->1->5->4->1->4->1->5->1->4->5->1->4->5->1->5->1->5->1->5->1->4->5->1->4->5->4->1->5->1->4->1->5->1->5->1->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4->5->4
b:1->8->2->0->3->1->8->4
c:2->6->7->5->2->0->1->8->4
"
277.0447494983673,761216184a7530146215652424512642526142416121614561654521265465414212624242424246516162456246151614165152451254125252454141521425252152142524514212545151245414242514525141241214145215451524121424154125414525424515254251541515215252421414125125252125141525412451254251252515125121525245151542425412521242521524252512152124142541212545125241424152421512124151545125212424515142542154525414151542125252142145412515454241424254152524212515212154525245451512145154151421245154241214142524121524154525b75326184c,1193025.0125577466,"[chromosome] a:7->6->1->2->1->6->1->8->4
b:7->5->3->0->1->4->6->2->1->5->6->5->2->4->2->4->5->1->2->6->4->2->5->2->6->1->4->2->4->1->6->1->2->1->6->1->4->5->6->1->6->5->4->5->2->1->2->6->5->4->6->5->4->1->4->2->1->2->6->2->4->2->4->2->4->2->4->2->4->6->5->1->6->1->6->2->4->5->6->2->4->6->1->5->1->6->1->4->1->6->5->1->5->2->4->5->1->2->5->4->1->2->5->2->5->2->4->5->4->1->4->1->5->2->1->4->2->5->2->5->2->1->5->2->1->4->2->5->2->4->5->1->4->2->1->2->5->4->5->1->5->1->2->4->5->4->1->4->2->4->2->5->1->4->5->2->5->1->4->1->2->4->1->2->1->4->1->4->5->2->1->5->4->5->1->5->2->4->1->2->1->4->2->4->1->5->4->1->2->5->4->1->4->5->2->5->4->2->4->5->1->5->2->5->4->2->5->1->5->4->1->5->1->5->2->1->5->2->5->2->4->2->1->4->1->4->1->2->5->1->2->5->2->5->2->1->2->5->1->4->1->5->2->5->4->1->2->4->5->1->2->5->4->2->5->1->2->5->2->5->1->5->1->2->5->1->2->1->5->2->5->2->4->5->1->5->1->5->4->2->4->2->5->4->1->2->5->2->1->2->4->2->5->2->1->5->2->4->2->5->2->5->1->2->1->5->2->1->2->4->1->4->2->5->4->1->2->1->2->5->4->5->1->2->5->2->4->1->4->2->4->1->5->2->4->2->1->5->1->2->1->2->4->1->5->1->5->4->5->1->2->5->2->1->2->4->2->4->5->1->5->1->4->2->5->4->2->1->5->4->5->2->5->4->1->4->1->5->1->5->4->2->1->2->5->2->5->2->1->4->2->1->4->5->4->1->2->5->1->5->4->5->4->2->4->1->4->2->4->2->5->4->1->5->2->5->2->4->2->1->2->5->1->5->2->1->2->1->5->4->5->2->5->2->4->5->4->5->1->5->1->2->1->4->5->1->5->4->1->5->1->4->2->1->2->4->5->1->5->4->2->4->1->2->1->4->1->4->2->5->2->4->1->2->1->5->2->4->1->5->4->5->2->5
c:7->5->3->2->6->1->8->4
"
275.6739161014557,60a0303101b7031003104c,3008298.3505522497,"[chromosome] a:6->0
b:0->3->0->3->10->1
c:7->0->3->10->0->3->10->4
"
279.56809520721436,1762561614161461646464141461646414146164146141616461416461646146164616416414641646464616161616464646464646161614646161414141464164614616146414161a120184b1803035c,1172947.2165207516,"[chromosome] a:1->7->6->2->5->6->1->6->1->4->1->6->1->4->6->1->6->4->6->4->6->4->1->4->1->4->6->1->6->4->6->4->1->4->1->4->6->1->6->4->1->4->6->1->4->1->6->1->6->4->6->1->4->1->6->4->6->1->6->4->6->1->4->6->1->6->4->6->1->6->4->1->6->4->1->4->6->4->1->6->4->6->4->6->4->6->1->6->1->6->1->6->1->6->4->6->4->6->4->6->4->6->4->6->4->6->1->6->1->6->1->4->6->4->6->1->6->1->4->1->4->1->4->1->4->6->4->1->6->4->6->1->4->6->1->6->1->4->6->4->1->4->1->6->1
b:1->2->0->1->8->4
c:1->8->0->3->0->3->5
"
275.2790083885193,7031001003101a70310010b0303104c,3314907.23623525,"[chromosome] a:7->0->3->10->0->10->0->3->10->1
b:7->0->3->10->0->10
c:0->3->0->3->10->4
"
296.6258327960968,03026184a2671757b031753184c,1155397.4182277499,"[chromosome] a:0->3->0->2->6->1->8->4
b:2->6->7->1->7->5->7
c:0->3->1->7->5->3->1->8->4
"
293.0788881778717,0303182054141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141414141a1753184b627520181c,1041358.5606637518,"[chromosome] a:0->3->0->3->1->8->2->0->5->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1->4->1
b:1->7->5->3->1->8->4
c:6->2->7->5->2->0->1->8->1
"
287.33988332748413,031031003104a030b70103101c,3307949.24140075,"[chromosome] a:0->3->10->3->10->0->3->10->4
b:0->3->0
c:7->0->10->3->10->1
"
282.2786557674408,1280184a03031013b62752751c,1126649.3820435,"[chromosome] a:1->2->8->0->1->8->4
b:0->3->0->3->1->0->1->3
c:6->2->7->5->2->7->5->1
"
287.6851463317871,703104a0303104b701031003101c,3287709.10287525,"[chromosome] a:7->0->3->10->4
b:0->3->0->3->10->4
c:7->0->10->3->10->0->3->10->1
"
278.1778028011322,7526184a75263101b030310183101c,1302688.0272514997,"[chromosome] a:7->5->2->6->1->8->4
b:7->5->2->6->3->10->1
c:0->3->0->3->1->0->1->8->3->10->1
"
290.6137857437134,7530310241a621803184b6218254c,1239783.4137925,"[chromosome] a:7->5->3->0->3->1->0->2->4->1
b:6->2->1->8->0->3->1->8->4
c:6->2->1->8->2->5->4
"
270.9537990093231,7031003101a030763104b703104c,3140094.82077475,"[chromosome] a:7->0->3->10->0->3->10->1
b:0->3->0->7->6->3->10->4
c:7->0->3->10->4
"
277.4247510433197,753031801a21753124b272816184c,1307851.14174675,"[chromosome] a:7->5->3->0->3->1->8->0->1
b:2->1->7->5->3->1->2->4
c:2->7->2->8->1->6->1->8->4
"
269.3271267414093,03031003101a63b701003104c,3000917.33856125,"[chromosome] a:0->3->0->3->10->0->3->10->1
b:6->3
c:7->0->10->0->3->10->4
"
271.8937244415283,12752054541545451415141414541514145451451451514151451541545154151515454545145451451454154541415154154145151514515151414541451541454145154154151514541515154154515154141515454545454145414545154141451415141451541515151515145145415145145a7530320310b62103184c,1083586.399309098,"[chromosome] a:1->2->7->5->2->0->5->4->5->4->1->5->4->5->4->5->1->4->1->5->1->4->1->4->1->4->5->4->1->5->1->4->1->4->5->4->5->1->4->5->1->4->5->1->5->1->4->1->5->1->4->5->1->5->4->1->5->4->5->1->5->4->1->5->1->5->1->5->4->5->4->5->4->5->1->4->5->4->5->1->4->5->1->4->5->4->1->5->4->5->4->1->4->1->5->1->5->4->1->5->4->1->4->5->1->5->1->5->1->4->5->1->5->1->5->1->4->1->4->5->4->1->4->5->1->5->4->1->4->5->4->1->4->5->1->5->4->1->5->4->1->5->1->5->1->4->5->4->1->5->1->5->1->5->4->1->5->4->5->1->5->1->5->4->1->4->1->5->1->5->4->5->4->5->4->5->4->5->4->1->4->5->4->1->4->5->4->5->1->5->4->1->4->1->4->5->1->4->1->5->1->4->1->4->5->1->5->4->1->5->1->5->1->5->1->5->1->5->1->4->5->1->4->5->4->1->5->1->4->5->1->4->5
b:7->5->3->0->3->2->0->3->10
c:6->2->1->0->3->1->8->4
"
279.2244203090668,62103031804a1752184b1752750404040404040404040404040404040404040404040404040404c,1157669.089726504,"[chromosome] a:6->2->1->0->3->0->3->1->8->0->4
b:1->7->5->2->1->8->4
c:1->7->5->2->7->5->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4->0->4
"
280.5205726623535,0310320106a031030102b7031003104c,3179317.88450875,"[chromosome] a:0->3->10->3->2->0->10->6
b:0->3->10->3->0->10->2
c:7->0->3->10->0->3->10->4
"
272.4016170501709,752031a75203184b753031684c,1298655.00546025,"[chromosome] a:7->5->2->0->3->1
b:7->5->2->0->3->1->8->4
c:7->5->3->0->3->1->6->8->4
"
276.3789772987366,701003101a0303101b6703104c,3109900.8456915,"[chromosome] a:7->0->10->0->3->10->1
b:0->3->0->3->10->1
c:6->7->0->3->10->4
"
228.7636730670929,030316184a7216261b7527528183c,1133184.497357625,"[chromosome] a:0->3->0->3->1->6->1->8->4
b:7->2->1->6->2->6->1
c:7->5->2->7->5->2->8->1->8->3
"
229.46306371688843,70103101a0303104b03104c,3313334.85263525,"[chromosome] a:7->0->10->3->10->1
b:0->3->0->3->10->4
c:0->3->10->4
"
236.54768562316895,12303184a27617201b267541014041014604016464146140464101601640414604064040406104010461614101604610606040146464106016460410106046061614606410101616401041040460410606140140401046416104060416416414146414101464604140614601401061064601416404161641014104040641010406060604161061064010416060101416061640404040101416401406140464140141060146416140601646141610141041641016046104164041614040614601606164010c,1333401.0630677477,"[chromosome] a:1->2->3->0->3->1->8->4
b:2->7->6->1->7->2->0->1
c:2->6->7->5->4->1->0->1->4->0->4->1->0->1->4->6->0->4->0->1->6->4->6->4->1->4->6->1->4->0->4->6->4->1->0->1->6->0->1->6->4->0->4->1->4->6->0->4->0->6->4->0->4->0->4->0->6->1->0->4->0->1->0->4->6->1->6->1->4->1->0->1->6->0->4->6->1->0->6->0->6->0->4->0->1->4->6->4->6->4->1->0->6->0->1->6->4->6->0->4->1->0->1->0->6->0->4->6->0->6->1->6->1->4->6->0->6->4->1->0->1->0->1->6->1->6->4->0->1->0->4->1->0->4->0->4->6->0->4->1->0->6->0->6->1->4->0->1->4->0->4->0->1->0->4->6->4->1->6->1->0->4->0->6->0->4->1->6->4->1->6->4->1->4->1->4->6->4->1->4->1->0->1->4->6->4->6->0->4->1->4->0->6->1->4->6->0->1->4->0->1->0->6->1->0->6->4->6->0->1->4->1->6->4->0->4->1->6->1->6->4->1->0->1->4->1->0->4->0->4->0->6->4->1->0->1->0->4->0->6->0->6->0->6->0->4->1->6->1->0->6->1->0->6->4->0->1->0->4->1->6->0->6->0->1->0->1->4->1->6->0->6->1->6->4->0->4->0->4->0->4->0->1->0->1->4->1->6->4->0->1->4->0->6->1->4->0->4->6->4->1->4->0->1->4->1->0->6->0->1->4->6->4->1->6->1->4->0->6->0->1->6->4->6->1->4->1->6->1->0->1->4->1->0->4->1->6->4->1->0->1->6->0->4->6->1->0->4->1->6->4->0->4->1->6->1->4->0->4->0->6->1->4->6->0->1->6->0->6->1->6->4->0->1->0
"
248.95945286750793,703103101a70103104b03103101c,3229965.1779455002,"[chromosome] a:7->0->3->10->3->10->1
b:7->0->10->3->10->4
c:0->3->10->3->10->1
"
260.81486916542053,26203184a1752541414014010104041410401010104041041404141010101041014141410101014101401410101404040141010104104040141414040410404041414041410101410141414140101414010140404140401b17032452054010424102051040151051405050105140151514010104140405051510451541010541045015014051545141540150104154545105014010514140405154504101515415051514054140150501501045054514540540501414041501415415140150145045415404545404051410410145140541450450505150541404154105154014040414014010140404101414040401010140414141014041410410414010414010104141404104010141040404010410101414140101401010404014104141040140410140141014040140410140141404041404c,1270831.939516749,"[chromosome] a:2->6->2->0->3->1->8->4
b:1->7->5->2->5->4->1->4->1->4->0->1->4->0->1->0->1->0->4->0->4->1->4->1->0->4->0->1->0->1->0->1->0->4->0->4->1->0->4->1->4->0->4->1->4->1->0->1->0->1->0->1->0->4->1->0->1->4->1->4->1->4->1->0->1->0->1->0->1->4->1->0->1->4->0->1->4->1->0->1->0->1->4->0->4->0->4->0->1->4->1->0->1->0->1->0->4->1->0->4->0->4->0->1->4->1->4->1->4->0->4->0->4->1->0->4->0->4->0->4->1->4->1->4->0->4->1->4->1->0->1->0->1->4->1->0->1->4->1->4->1->4->1->4->0->1->0->1->4->1->4->0->1->0->1->4->0->4->0->4->1->4->0->4->0->1
c:1->7->0->3->2->4->5->2->0->5->4->0->1->0->4->2->4->1->0->2->0->5->1->0->4->0->1->5->1->0->5->1->4->0->5->0->5->0->1->0->5->1->4->0->1->5->1->5->1->4->0->1->0->1->0->4->1->4->0->4->0->5->0->5->1->5->1->0->4->5->1->5->4->1->0->1->0->5->4->1->0->4->5->0->1->5->0->1->4->0->5->1->5->4->5->1->4->1->5->4->0->1->5->0->1->0->4->1->5->4->5->4->5->1->0->5->0->1->4->0->1->0->5->1->4->1->4->0->4->0->5->1->5->4->5->0->4->1->0->1->5->1->5->4->1->5->0->5->1->5->1->4->0->5->4->1->4->0->1->5->0->5->0->1->5->0->1->0->4->5->0->5->4->5->1->4->5->4->0->5->4->0->5->0->1->4->1->4->0->4->1->5->0->1->4->1->5->4->1->5->1->4->0->1->5->0->1->4->5->0->4->5->4->1->5->4->0->4->5->4->5->4->0->4->0->5->1->4->1->0->4->1->0->1->4->5->1->4->0->5->4->1->4->5->0->4->5->0->5->0->5->1->5->0->5->4->1->4->0->4->1->5->4->1->0->5->1->5->4->0->1->4->0->4->0->4->1->4->0->1->4->0->1->0->1->4->0->4->0->4->1->0->1->4->1->4->0->4->0->4->0->1->0->1->0->1->4->0->4->1->4->1->4->1->0->1->4->0->4->1->4->1->0->4->1->0->4->1->4->0->1->0->4->1->4->0->1->0->1->0->4->1->4->1->4->0->4->1->0->4->0->1->0->1->4->1->0->4->0->4->0->4->0->1->0->4->1->0->1->0->1->4->1->4->1->4->0->1->0->1->4->0->1->0->1->0->4->0->4->0->1->4->1->0->4->1->4->1->0->4->0->1->4->0->4->1->0->1->4->0->1->4->1->0->1->4->0->4->0->1->4->0->4->1->0->1->4->0->1->4->1->4->0->4->0->4->1->4->0->4
"
